index,statefp,state,countyfp,county,unique.name,hurricane,zcta,time.seconds,track_order,wind_order,rain_order,track_rate,wind_rate,rain_rate,track_bid1,wind_bid1,rain_bid1,track_answer1,wind_answer1,rain_answer1,track_bid2,wind_bid2,rain_bid2,track_answer2,wind_answer2,rain_answer2,mean.inc18,female,experience,evacuate,voice,action,long_risk,age,owner,tenure,short_risk,hurricane_awareness,fema_awareness,nfip_awareness,damage,hh_size,dist.shore,loss,fem_20ws,fem_30ws,fem_40ws,fem_50ws,meaninc_20ws,meaninc_30ws,meaninc_40ws,meaninc_50ws,ownr_20ws,ownr_30ws,ownr_40ws,ownr_50ws,tax,personal,worth,costly,trust,mean.inc11,US_inc18,dif_mean
1,37,north carolina,61,duplin,north carolina duplin,florence,28466,359,1,2,3,1,3,2,19,28,21,1,0,0,22.8,22.4,16.8,1,1,0,50643,0,1,1,5,5,2.00E-04,,0,4,2.00E-04,3,2,1,1,3,44899.19161,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,1,1,0,0,55003.88,68372.58687,45.34874733
2,37,north carolina,51,cumberland,north carolina cumberland,florence,28314,347,1,3,2,1,2,3,15,13,19,1,1,0,18,15.6,15.2,1,1,1,58365,0,1,0,2,4,1,,1,13.5,0.2,1,1,1,1,2,137668.081,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,64786.29,68372.58687,13.439081
3,37,north carolina,51,cumberland,north carolina cumberland,florence,28306,368,3,2,1,2,2,2,36,16,41,0,1,0,28.8,19.2,32.8,0,0,1,68343,0,1,0,4,4,0.1,,0,7,0.02,2,3,1,0,4,121672.1311,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,69880.33,68372.58687,13.439081
4,37,north carolina,125,moore,north carolina moore,florence,28315,333,2,3,1,1,3,1,50,6,33,0,1,0,40,7.2,26.4,1,1,0,54929,0,1,0,4,2,1.00E-04,,1,2.583333333,1.00E-04,0,0,0,0,4,161067.3403,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,53905.52,68372.58687,-6.269795238
5,45,south carolina,51,horry,south carolina horry,florence,29526,522,1,3,2,1,1,3,47,43,7,1,1,1,56.4,51.6,8.4,0,0,1,59986,0,1,1,3,3,0.02,,0,2,0.02,3,2,2,1,4,19629.92289,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,63493.57,68372.58687,-19.76940904
6,37,north carolina,81,guilford,north carolina guilford,florence,27262,443,3,2,1,1,2,3,2,11,41,1,1,1,2.4,13.2,49.2,1,1,1,68227,0,1,0,5,5,0.001,,1,3.5,0.002,2,1,1,0,1,269928.9367,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,66854.19,68372.58687,-0.163408257
7,37,north carolina,101,johnston,north carolina johnston,florence,27520,556,1,3,2,3,2,2,39,25,25,0,0,0,31.2,20,20,0,0,0,75837,0,1,0,3,3,1.00E-04,,1,14,1.00E-04,3,1,1,0,3,133480.8516,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,0,74699.78,68372.58687,25.63096641
8,37,north carolina,135,orange,north carolina orange,florence,27516,386,3,1,2,3,2,2,42,7,25,1,1,1,50.4,8.4,30,1,1,1,125797,0,1,0,2,2,0.02,,1,1.166666667,0.01,2,2,2,0,1,199237.9882,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,112190.92,68372.58687,3.37390339
9,37,north carolina,133,onslow,north carolina onslow,florence,28546,829,2,3,1,2,2,2,33,17,5,0,1,0,26.4,20.4,4,0,0,0,60513,0,1,1,4,2,0.02,,0,1.416666667,0.05,3,2,1,0,5,19068.17898,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,1,0,1,0,65447.34,68372.58687,52.74634262
10,37,north carolina,147,pitt,north carolina pitt,florence,28530,211,2,1,3,3,1,3,44,27,21,0,1,0,35.2,32.4,16.8,0,1,1,47059,0,0,0,4,2,0.002,,1,18,0.002,1,3,2,0,1,39256.10198,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,48415.98,68372.58687,27.57499429
11,37,north carolina,51,cumberland,north carolina cumberland,florence,28314,480,3,1,2,3,3,2,31,46,21,1,1,0,37.2,55.2,16.8,0,1,0,58365,0,1,0,5,2,1.00E-04,,1,1.5,1.00E-04,4,4,4,0,4,137668.081,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,1,0,0,64786.29,68372.58687,13.439081
12,37,north carolina,107,lenoir,north carolina lenoir,florence,28504,392,1,2,3,3,2,2,20,39,9,1,1,1,24,46.8,10.8,1,1,1,64913,0,1,1,1,1,0.02,,0,2,0.05,2,1,1,1,4,60637.54448,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,66250.77,68372.58687,45.2351375
13,45,south carolina,31,darlington,south carolina darlington,florence,29550,531,3,2,1,1,1,3,5,28,25,1,1,1,6,33.6,30,1,1,0,60104,0,1,0,3,1,0.05,,0,18,0.01,3,1,1,0,4,134630.0791,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,0,64181.74,68372.58687,-23.42718409
14,37,north carolina,81,guilford,north carolina guilford,florence,27403,210,1,2,3,1,3,2,15,32,40,1,0,0,18,25.6,32,1,1,0,65527,0,1,0,4,4,2.00E-04,,0,0.166666667,0.001,1,1,1,1,1,261702.1328,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,64527.52,68372.58687,-0.163408257
15,37,north carolina,179,union,north carolina union,florence,28112,354,2,3,1,3,1,2,41,19,33,0,1,1,32.8,22.8,39.6,0,0,0,69501,0,1,1,5,5,0.01,,0,2,0.02,4,4,4,0,3,202627.0179,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,0,66465.47,68372.58687,-18.904277
16,37,north carolina,81,guilford,north carolina guilford,florence,27406,573,3,1,2,2,2,1,23,17,32,0,1,0,18.4,20.4,25.6,0,1,0,56358,0,0,0,1,1,1.00E-04,,0,0.833333333,1.00E-04,1,1,0,0,2,254936.1803,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,1,55518.03,68372.58687,-0.163408257
17,37,north carolina,51,cumberland,north carolina cumberland,florence,28304,427,2,1,3,1,1,3,1,44,31,1,1,1,1.2,52.8,37.2,1,1,1,59865,0,1,0,3,3,1,,1,12,1,3,1,1,1,4,133022.9166,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,62875.46,68372.58687,13.439081
18,37,north carolina,49,craven,north carolina craven,florence,28532,507,3,1,2,3,3,2,47,33,27,1,1,1,56.4,39.6,32.4,1,1,1,59145,0,1,1,4,4,0.2,,0,2,0.2,3,2,1,1,2,4931.661904,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,64736.57,68372.58687,47.10525345
19,45,south carolina,51,horry,south carolina horry,florence,29579,612,2,3,1,3,1,3,13,17,4,1,0,1,15.6,13.6,4.8,1,0,1,71683,0,1,1,3,3,1,,1,0.666666667,1,2,2,2,0,6,7471.069864,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,74542.71,68372.58687,-19.76940904
20,45,south carolina,51,horry,south carolina horry,florence,29569,249,2,1,3,1,3,3,9,6,9,0,1,1,7.2,7.2,10.8,1,1,0,46341,0,1,1,5,4,0.05,,1,8,0.02,3,2,1,1,6,31279.81639,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,1,0,1,49127.88,68372.58687,-19.76940904
21,37,north carolina,93,hoke,north carolina hoke,florence,28377,357,3,1,2,1,2,1,24,44,3,1,1,1,28.8,52.8,3.6,1,1,1,47736,0,1,1,5,5,1.00E-04,,1,10,1.00E-04,1,1,1,1,2,123933.6951,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,48318.8,68372.58687,-4.514064815
22,37,north carolina,93,hoke,north carolina hoke,florence,28376,652,3,1,2,3,3,1,48,25,39,0,1,0,38.4,30,31.2,0,0,0,60348,0,1,0,3,3,0.001,,1,16,0.001,2,3,0,0,3,141173.4654,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,63154.57,68372.58687,-4.514064815
23,37,north carolina,85,harnett,north carolina harnett,florence,28390,730,1,3,2,1,3,3,48,15,23,0,0,0,38.4,12,18.4,0,0,0,62821,0,1,0,3,3,0.02,,1,13.5,0.002,4,2,0,1,6,146951.8349,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,55588.09,68372.58687,12.663654
24,37,north carolina,51,cumberland,north carolina cumberland,florence,28304,391,3,1,2,2,1,1,18,5,1,1,1,1,21.6,6,1.2,0,0,1,59865,0,1,0,4,4,0.01,,1,20,0.01,3,2,2,0,2,133022.9166,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,1,0,0,62875.46,68372.58687,13.439081
25,37,north carolina,47,columbus,north carolina columbus,florence,28423,998,1,3,2,2,3,2,30,23,6,0,1,1,24,27.6,7.2,0,0,0,57805,0,1,0,4,2,0.2,,1,34.91666667,0.2,4,4,4,1,2,42188.04174,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,1,1,0,0,50716.66,68372.58687,-2.181428
26,37,north carolina,105,lee,north carolina lee,florence,27330,535,1,3,2,3,2,3,25,18,5,0,0,0,20,14.4,4,0,0,0,65114,0,1,0,3,3,0.001,,1,23,0.001,3,0,0,0,1,186234.9316,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,0,64758.04,68372.58687,3.624621622
27,37,north carolina,147,pitt,north carolina pitt,florence,27858,272,1,2,3,3,3,1,30,29,42,1,1,1,36,34.8,50.4,1,1,1,68155,0,1,1,4,3,0.1,,1,0,0.002,2,1,3,0,1,27720.61486,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,1,1,0,1,74103.14,68372.58687,27.57499429
28,37,north carolina,81,guilford,north carolina guilford,florence,27407,682,2,1,3,1,1,1,27,20,46,1,1,1,32.4,24,55.2,1,1,1,62395,0,1,0,1,1,0.01,,0,0.166666667,2.00E-04,4,4,2,0,1,264863.7243,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,69539.07,68372.58687,-0.163408257
29,37,north carolina,51,cumberland,north carolina cumberland,florence,28311,422,1,3,2,3,1,3,15,35,15,0,0,0,12,28,12,0,0,0,61918,0,1,0,1,2,0.002,,0,2.333333333,0.002,3,3,1,0,2,138871.9429,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,70652.12,68372.58687,13.439081
30,37,north carolina,125,moore,north carolina moore,florence,28327,484,3,1,2,1,2,2,18,25,21,1,1,1,21.6,30,25.2,1,1,1,65996,0,1,0,3,3,0.02,,1,21,0.05,3,2,1,1,3,185086.422,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,70368.49,68372.58687,-6.269795238
31,37,north carolina,7,anson,north carolina anson,florence,28007,240,3,1,2,1,1,1,15,27,43,1,0,1,18,21.6,51.6,0,1,0,51539,0,1,1,4,3,2.00E-04,,0,0.416666667,0.001,2,3,2,1,4,192722.4698,3,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,44524.26,68372.58687,-17.8301809
32,37,north carolina,195,wilson,north carolina wilson,florence,27896,403,3,2,1,2,1,3,34,44,47,0,0,0,27.2,35.2,37.6,0,0,0,81739,1,1,0,4,4,1,24,1,1.333333333,1,1,1,1,0,3,94552.83172,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,84644.91,68372.58687,25.09763871
33,37,north carolina,49,craven,north carolina craven,florence,28562,313,3,2,1,2,3,1,5,36,40,0,0,0,4,28.8,32,0,0,0,83027,1,1,0,2,2,0.02,46,0,3,1.00E-04,2,3,3,0,3,12038.15687,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,76522.47,68372.58687,47.10525345
34,37,north carolina,63,durham,north carolina durham,florence,27705,657,3,2,1,3,1,3,7,49,23,1,0,1,8.4,39.2,27.6,1,1,0,84409,1,1,0,3,3,0.001,28,0,0.5,0.001,1,1,1,0,1,188027.8372,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,80778.05,68372.58687,5.178912245
35,37,north carolina,129,new hanover,north carolina new hanover,florence,28411,781,1,3,2,2,2,2,46,31,4,0,0,1,36.8,24.8,4.8,0,0,1,95454,1,1,0,1,1,0.1,38,0,1.416666667,0.1,4,2,2,1,3,4071.787375,2,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,1,0,0,0,94868.02,68372.58687,25.90127429
36,37,north carolina,147,pitt,north carolina pitt,florence,27858,399,3,1,2,1,3,2,37,18,2,0,0,1,29.6,14.4,2.4,0,0,1,68155,1,1,1,4,2,0.05,19,0,0.5,0.01,1,0,0,1,2,27720.61486,1,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,1,0,1,0,74103.14,68372.58687,27.57499429
37,37,north carolina,81,guilford,north carolina guilford,florence,27410,532,2,1,3,2,1,3,38,29,17,0,0,0,30.4,23.2,13.6,1,0,0,88669,1,0,0,1,1,1.00E-04,39,0,2.583333333,1.00E-04,0,1,0,0,1,269178.5049,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,0,98462.55,68372.58687,-0.163408257
38,37,north carolina,63,durham,north carolina durham,florence,27705,440,2,1,3,1,2,3,20,4,9,0,0,0,16,3.2,7.2,0,1,0,84409,1,0,0,3,3,1,30,0,2.25,1,2,0,0,0,2,188027.8372,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,80778.05,68372.58687,5.178912245
39,37,north carolina,129,new hanover,north carolina new hanover,florence,28403,693,1,3,2,2,3,3,49,22,36,0,1,1,39.2,26.4,43.2,0,1,0,59061,1,1,0,3,3,0.1,27,0,4.416666667,0.2,4,3,2,1,2,3826.837186,1,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,1,1,61877.67,68372.58687,25.90127429
40,45,south carolina,51,horry,south carolina horry,florence,29588,680,2,1,3,2,2,3,30,27,7,1,1,1,36,32.4,8.4,1,1,1,62977,1,1,1,4,2,0.05,62,0,5,0.002,3,3,1,0,3,8506.280299,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,64800.98,68372.58687,-19.76940904
41,37,north carolina,129,new hanover,north carolina new hanover,florence,28403,570,2,3,1,2,1,1,33,17,29,1,1,1,39.6,20.4,34.8,1,1,1,59061,1,1,1,1,1,0.02,51,0,3,0.01,3,1,1,0,2,3826.837186,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,61877.67,68372.58687,25.90127429
42,37,north carolina,81,guilford,north carolina guilford,florence,27405,768,1,3,2,2,3,3,22,9,24,1,1,1,26.4,10.8,28.8,1,1,1,48033,0,1,1,4,2,0.01,36,1,4.5,0.001,4,3,0,1,2,255425.9611,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,1,1,1,44106.16,68372.58687,-0.163408257
43,37,north carolina,37,chatham,north carolina chatham,florence,27312,636,1,2,3,2,3,1,32,16,48,0,1,0,25.6,19.2,38.4,0,0,0,96893,1,1,0,3,1,0.2,45,1,14,0.1,3,2,0,0,5,199984.9184,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,0,84194.04,68372.58687,4.481657627
44,45,south carolina,31,darlington,south carolina darlington,florence,29069,364,2,1,3,2,2,1,32,26,4,1,1,1,38.4,31.2,4.8,1,1,1,38816,1,1,1,4,3,2.00E-04,34,0,3.25,0.001,2,2,1,0,5,119192.633,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,1,1,0,0,47297.28,68372.58687,-23.42718409
45,45,south carolina,51,horry,south carolina horry,florence,29572,708,3,1,2,3,1,1,26,35,19,0,0,0,20.8,28,15.2,0,0,0,93269,1,1,1,1,1,0.05,72,0,4,0.05,3,0,0,0,1,940.4829998,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,0,98925.85,68372.58687,-19.76940904
46,45,south carolina,51,horry,south carolina horry,florence,29582,387,2,1,3,2,2,2,15,18,2,1,1,1,18,21.6,2.4,1,1,1,77474,1,0,0,2,2,0.2,41,1,0.916666667,0.1,4,3,2,0,2,1274.700347,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,78633.31,68372.58687,-19.76940904
47,37,north carolina,81,guilford,north carolina guilford,florence,27408,1145,1,3,2,3,1,2,50,15,8,1,1,1,60,18,9.6,1,1,1,113928,0,0,0,2,3,0.01,58,0,0.5,0.001,1,0,0,0,2,261840.5017,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,119711.07,68372.58687,-0.163408257
48,37,north carolina,163,sampson,north carolina sampson,florence,28441,310,3,2,1,1,2,3,7,49,46,1,1,1,8.4,58.8,55.2,1,1,1,37406,0,1,0,4,2,0.2,40,1,17,0.2,4,3,2,1,4,80406.82008,2,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,41321.84,68372.58687,33.45945519
49,45,south carolina,31,darlington,south carolina darlington,florence,29550,635,1,2,3,2,1,1,27,18,39,1,1,0,32.4,21.6,31.2,0,1,0,60104,1,0,0,3,2,0.001,60,0,0.666666667,2.00E-04,3,2,3,0,2,134630.0791,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,1,0,1,0,64181.74,68372.58687,-23.42718409
50,37,north carolina,191,wayne,north carolina wayne,florence,27863,989,1,2,3,3,3,3,29,17,43,0,0,0,23.2,13.6,34.4,0,0,0,79945,1,1,0,1,1,0.1,54,1,30,0.1,4,4,2,0,2,87461.90679,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,65104.95,68372.58687,37.11820667
51,37,north carolina,147,pitt,north carolina pitt,florence,27858,437,3,2,1,3,2,1,49,1,32,0,1,1,39.2,1.2,38.4,1,1,1,68155,1,1,0,4,2,0.2,21,0,2,0.2,4,2,1,0,1,27720.61486,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,74103.14,68372.58687,27.57499429
52,37,north carolina,81,guilford,north carolina guilford,florence,27410,446,3,2,1,2,3,3,48,16,42,0,1,1,38.4,19.2,50.4,1,0,0,88669,1,1,0,2,2,1.00E-04,22,0,0.25,2.00E-04,2,3,2,0,1,269178.5049,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,1,98462.55,68372.58687,-0.163408257
53,37,north carolina,31,carteret,north carolina carteret,florence,28570,739,1,2,3,2,2,3,13,2,28,1,1,1,15.6,2.4,33.6,1,1,1,64180,1,1,0,2,2,0.2,50,1,25,0.2,0,3,0,1,1,5821.115955,2,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,66358.12,68372.58687,41.98258143
54,37,north carolina,147,pitt,north carolina pitt,florence,27834,489,1,2,3,1,1,1,27,43,48,1,0,0,32.4,34.4,38.4,1,1,0,49882,1,1,0,5,5,0.02,42,1,10.83333333,1.00E-04,2,1,1,0,3,39955.2081,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,1,1,49942.61,68372.58687,27.57499429
55,37,north carolina,81,guilford,north carolina guilford,florence,27407,1062,3,1,2,1,3,2,28,38,28,1,1,1,33.6,45.6,33.6,1,1,0,62395,1,1,0,2,2,0.01,40,0,26.16666667,1.00E-04,2,3,0,0,1,264863.7243,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,69539.07,68372.58687,-0.163408257
56,37,north carolina,163,sampson,north carolina sampson,florence,28328,444,3,2,1,1,2,1,39,17,23,1,1,1,46.8,20.4,27.6,0,1,1,54415,1,0,0,2,3,2.00E-04,40,0,4.416666667,2.00E-04,3,3,0,0,3,93640.54323,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,57514.74,68372.58687,33.45945519
57,37,north carolina,129,new hanover,north carolina new hanover,florence,28411,434,2,1,3,3,1,2,46,35,24,1,1,1,55.2,42,28.8,1,1,1,95454,1,1,0,2,2,0.05,56,0,3,0.02,2,2,2,0,2,4071.787375,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,94868.02,68372.58687,25.90127429
58,37,north carolina,81,guilford,north carolina guilford,florence,27409,1156,1,3,2,1,2,1,14,13,34,1,1,0,16.8,15.6,27.2,1,1,1,54958,0,1,0,5,4,0.05,32,0,2,1.00E-04,2,3,1,0,5,272891.668,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,1,1,1,0,58084.26,68372.58687,-0.163408257
59,37,north carolina,133,onslow,north carolina onslow,florence,28540,787,3,1,2,2,2,2,28,13,20,0,0,0,22.4,10.4,16,0,0,0,60592,1,1,0,1,1,0.2,63,1,27,0.2,3,1,0,1,2,21152.93761,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,62746.64,68372.58687,52.74634262
60,37,north carolina,179,union,north carolina union,florence,28110,332,2,1,3,2,2,3,31,18,21,0,0,0,24.8,14.4,16.8,0,0,0,71674,1,1,0,2,2,0.002,45,0,15,0.01,2,1,1,0,2,215066.3203,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,74616.16,68372.58687,-18.904277
61,37,north carolina,63,durham,north carolina durham,florence,27707,309,3,2,1,2,2,2,37,49,3,0,0,1,29.6,39.2,3.6,0,0,0,81142,1,0,0,1,1,2.00E-04,67,1,32.66666667,1.00E-04,4,2,4,0,2,183434.8597,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,1,75396.99,68372.58687,5.178912245
62,37,north carolina,101,johnston,north carolina johnston,florence,27520,624,2,3,1,3,3,3,37,45,34,1,0,0,44.4,36,27.2,0,1,1,75837,1,1,0,1,1,0.2,62,1,2,0.1,2,1,0,0,2,133480.8516,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,1,74699.78,68372.58687,25.63096641
