geoid,tot.pop18,male.pop18,fem.pop18,med.inc18,mean.inc18,mean.inc18.moe,zcta
8600000US03597,389,214,175,28750,42061,9589,03597
8600000US03598,2653,1290,1363,47788,59003,5322,03598
8600000US03601,328,181,147,59107,69407,10939,03601
8600000US03602,2033,934,1099,61900,71780,6197,03602
8600000US03603,4145,2097,2048,50461,58656,8749,03603
8600000US03604,205,82,123,109000,118023,26167,03604
8600000US03605,726,385,341,64394,73217,8002,03605
8600000US03607,401,204,197,63500,82232,17215,03607
8600000US03608,2437,1273,1164,74875,113102,22936,03608
8600000US03609,530,285,245,91438,92862,17715,03609
8600000US03740,534,291,243,63036,81835,14447,03740
8600000US03741,3365,1567,1798,71635,86657,15600,03741
8600000US03743,11020,5280,5740,48667,61939,4428,03743
8600000US03745,1197,613,584,80057,93706,11243,03745
8600000US03746,209,91,118,116667,123784,35475,03746
8600000US03748,4226,1994,2232,83194,102655,13586,03748
8600000US03750,626,302,324,172540,171092,37803,03750
8600000US03751,502,293,209,41845,64752,18640,03751
8600000US03752,596,316,280,65000,72381,9776,03752
8600000US03753,2311,1091,1220,84773,99207,12380,03753
8600000US03754,202,152,50,85997,68642,35824,03754
8600000US03755,9397,4486,4911,113304,179638,25654,03755
8600000US03765,380,159,221,60982,58532,11467,03765
8600000US03766,7776,3763,4013,71726,88789,6911,03766
8600000US03768,1318,633,685,106786,163514,16496,03768
8600000US03770,408,202,206,98750,94788,17597,03770
8600000US03771,698,378,320,69063,83332,10462,03771
8600000US03773,6383,3094,3289,56806,70918,5825,03773
8600000US03774,1852,878,974,48856,67181,15097,03774
8600000US03777,1274,575,699,83594,119538,15705,03777
8600000US03779,678,335,343,77222,94535,17400,03779
8600000US03780,440,199,241,57500,79446,30091,03780
8600000US03781,1565,788,777,83208,111620,22878,03781
8600000US03782,2351,1151,1200,71690,89585,9941,03782
8600000US03784,3175,1564,1611,55061,79171,10383,03784
8600000US03785,1819,836,983,45750,61084,9614,03785
8600000US03801,19077,9564,9513,78903,107653,5590,03801
8600000US03809,2733,1330,1403,77681,85470,10786,03809
8600000US03810,1473,688,785,90294,99944,21215,03810
8600000US03811,5554,2679,2875,113322,130614,14365,03811
8600000US03812,577,314,263,33895,68036,34912,03812
8600000US03813,2305,1201,1104,62708,79375,18604,03813
8600000US03814,2005,942,1063,43869,55294,8447,03814
8600000US03816,1240,572,668,59924,84787,17250,03816
8600000US03817,648,387,261,20577,47480,23422,03817
8600000US03818,2996,1439,1557,47206,63409,8153,03818
8600000US03819,3486,1758,1728,87986,98897,8542,03819
8600000US03820,25402,12013,13389,70691,89880,6066,03820
8600000US03823,1278,684,594,119375,145941,13237,03823
8600000US03824,15009,7231,7778,75066,103756,10032,03824
8600000US03825,7134,3456,3678,87595,112752,16550,03825
8600000US03826,1859,933,926,73625,95589,12767,03826
8600000US03827,2490,1208,1282,100243,126658,11546,03827
8600000US03830,1767,880,887,57712,70457,16906,03830
8600000US03832,289,138,151,71250,99908,34672,03832
8600000US03833,17490,8261,9229,88961,119412,6488,03833
8600000US03835,5455,2901,2554,62596,75466,8116,03835
8600000US03836,1171,602,569,63304,77734,8857,03836
8600000US03837,1024,534,490,67743,68976,12860,03837
8600000US03838,969,581,388,55667,65327,15478,03838
8600000US03839,2889,1362,1527,69113,71924,6694,03839
8600000US03840,3061,1517,1544,115592,136495,12232,03840
8600000US03841,5075,2445,2630,89125,115428,12125,03841
8600000US03842,13164,6230,6934,82384,110426,7076,03842
8600000US03844,1866,970,896,131053,179798,25341,03844
8600000US03845,992,536,456,54857,97052,40105,03845
8600000US03846,837,376,461,70417,98512,19386,03846
8600000US03847,337,143,194,93750,136077,78858,03847
8600000US03848,5069,2683,2386,97843,111751,14578,03848
8600000US03849,1156,531,625,60588,92215,22895,03849
8600000US03850,254,110,144,65417,66481,26199,03850
8600000US03851,3197,1630,1567,68445,79874,7198,03851
8600000US03852,469,182,287,101364,99834,19911,03852
8600000US03853,483,233,250,55313,69748,16045,03853
8600000US03854,662,317,345,107083,211065,78054,03854
8600000US03855,2113,1069,1044,80787,94199,8209,03855
8600000US03856,1236,629,607,146389,171613,17170,03856
8600000US03857,7492,3776,3716,75193,87991,6985,03857
8600000US03858,3912,2045,1867,110787,115439,9026,03858
8600000US03860,3450,1689,1761,58527,72055,8827,03860
8600000US03861,3610,1620,1990,91600,112108,12891,03861
8600000US03862,3647,1767,1880,103851,153450,19487,03862
8600000US03864,1547,791,756,51875,66459,12504,03864
8600000US03865,6210,2945,3265,82904,96750,9991,03865
8600000US03867,17350,8357,8993,57017,74699,4916,03867
8600000US03868,4059,2042,2017,57266,71455,12369,03868
8600000US03869,2003,964,1039,77098,93806,9115,03869
8600000US03870,4416,2195,2221,106071,175328,34247,03870
8600000US03871,115,39,76,,175548,158583,03871
8600000US03872,2768,1363,1405,72263,86013,9357,03872
8600000US03873,4801,2288,2513,106627,111451,9917,03873
8600000US03874,7624,3726,3898,67261,81094,7419,03874
8600000US03875,923,451,472,90032,114828,24779,03875
8600000US03878,9418,4557,4861,64829,72109,5759,03878
8600000US03882,1200,588,612,58466,75540,11926,03882
8600000US03883,106,45,61,,64967,32291,03883
8600000US03884,3122,1552,1570,90900,119023,18507,03884
8600000US03885,5702,2800,2902,115078,148769,15828,03885
8600000US03886,1683,762,921,53357,64941,13505,03886
8600000US03887,1711,891,820,74135,86725,9883,03887
8600000US03890,146,56,90,58871,58859,3172,03890
8600000US03894,5376,2634,2742,61563,85127,12188,03894
8600000US03901,5909,2893,3016,85242,89390,8605,03901
8600000US03902,2098,1091,1007,84048,139902,46380,03902
8600000US03903,5072,2423,2649,77435,87772,7155,03903
8600000US03904,6469,3226,3243,69702,93936,9723,03904
8600000US03905,1792,830,962,90978,102856,18379,03905
8600000US03906,3829,1918,1911,72837,82302,7093,03906
8600000US03907,1072,483,589,70417,87491,12682,03907
8600000US03908,5599,2640,2959,86623,98845,10916,03908
8600000US03909,8114,3888,4226,93882,111627,10704,03909
8600000US03910,294,134,160,57820,81147,50244,03910
8600000US03911,52,27,25,,,,03911
8600000US04001,2191,1182,1009,56797,70585,8074,04001
8600000US04002,6089,3122,2967,65291,74162,7898,04002
8600000US04003,297,150,147,86902,82537,22236,04003
8600000US04005,19434,9282,10152,51953,69197,4813,04005
8600000US04006,154,66,88,32708,47066,20953,04006
8600000US04008,2300,1254,1046,72533,78906,11982,04008
8600000US04009,4401,1846,2555,50379,56516,9171,04009
8600000US04010,1096,477,619,46458,54824,6868,04010
8600000US04011,17241,8228,9013,60326,85274,6021,04011
8600000US04015,3221,1684,1537,68125,71815,9240,04015
8600000US04017,363,175,188,63542,105133,28118,04017
8600000US04019,23,5,18,,,,04019
8600000US04020,1040,492,548,47083,80822,20777,04020
8600000US04021,4725,2169,2556,105573,134057,18040,04021
8600000US04022,1020,541,479,55417,67680,9745,04022
8600000US04024,474,212,262,57500,59996,8965,04024
8600000US04027,4736,2419,2317,64771,72718,8290,04027
8600000US04029,1345,726,619,55962,73506,8566,04029
8600000US04030,2010,889,1121,68312,82068,14951,04030
8600000US04032,6683,3112,3571,80723,116104,18990,04032
8600000US04037,2940,1362,1578,48065,58184,5546,04037
8600000US04038,13473,6535,6938,78251,92405,5776,04038
8600000US04039,6043,2778,3265,71855,80111,7140,04039
8600000US04040,2686,1333,1353,44551,60181,6920,04040
8600000US04041,1382,656,726,44006,55857,7024,04041
8600000US04042,3814,1873,1941,64183,72499,6752,04042
8600000US04043,9370,4282,5088,76136,108459,11214,04043
8600000US04046,6271,2935,3336,71000,88400,7473,04046
8600000US04047,1581,761,820,56467,69147,9767,04047
8600000US04048,2333,1198,1135,54340,62716,8178,04048
8600000US04049,2838,1376,1462,70512,79835,7817,04049
8600000US04050,212,96,116,76250,95116,18983,04050
8600000US04051,849,449,400,49931,74673,14591,04051
8600000US04055,3033,1524,1509,67528,76274,7127,04055
8600000US04056,259,128,131,61250,59118,14874,04056
8600000US04057,63,32,31,,,,04057
8600000US04061,2413,1336,1077,70984,75125,14488,04061
8600000US04062,14481,7265,7216,76692,88653,6704,04062
8600000US04063,482,167,315,,57071,16649,04063
8600000US04064,7565,3450,4115,50971,84381,17152,04064
8600000US04066,667,327,340,66719,87691,19716,04066
8600000US04068,1342,662,680,42740,54058,6084,04068
8600000US04069,1346,643,703,85313,97631,9808,04069
8600000US04071,4356,2051,2305,75478,100421,9816,04071
8600000US04072,15286,7121,8165,68271,85490,5042,04072
8600000US04073,12595,5698,6897,47220,58703,3349,04073
8600000US04074,15342,7228,8114,97589,116159,6235,04074
8600000US04076,2077,1023,1054,67819,67830,4110,04076
8600000US04079,3199,1473,1726,77188,112565,13921,04079
8600000US04083,3662,1875,1787,60158,71197,10056,04083
8600000US04084,6392,3024,3368,73632,82441,7554,04084
8600000US04085,1719,875,844,89609,98816,16100,04085
8600000US04086,7262,3352,3910,74653,83780,6743,04086
8600000US04087,1456,752,704,55978,60127,10123,04087
8600000US04088,1177,560,617,52303,67742,9568,04088
8600000US04090,8577,4195,4382,67269,88821,8336,04090
8600000US04091,728,401,327,51818,62395,7911,04091
8600000US04092,15060,7358,7702,55563,69340,3930,04092
8600000US04093,6456,3108,3348,72439,91917,13190,04093
8600000US04095,1014,511,503,52308,65563,7365,04095
8600000US04096,6714,3079,3635,81731,124266,12957,04096
8600000US04097,2838,1402,1436,110500,122064,13482,04097
8600000US04101,15213,7525,7688,42076,57466,3308,04101
8600000US04102,14626,7278,7348,57982,76768,4460,04102
8600000US04103,25104,11962,13142,66799,82206,4042,04103
8600000US04105,8886,4298,4588,119022,168731,23795,04105
8600000US04106,21165,9606,11559,66009,83626,4535,04106
8600000US04107,7019,3293,3726,111739,135919,13001,04107
8600000US04108,798,325,473,86563,112646,14684,04108
8600000US04109,90,46,44,65288,81955,38585,04109
8600000US04110,1106,548,558,165720,234135,84761,04110
8600000US04210,18004,8548,9456,48924,63941,2888,04210
8600000US04216,345,178,167,43750,53178,6243,04216
8600000US04217,2644,1346,1298,43953,58081,6864,04217
8600000US04219,1327,672,655,51369,66597,7170,04219
8600000US04220,2555,1242,1313,54444,65189,6240,04220
8600000US04221,763,347,416,45938,57414,8167,04221
8600000US04222,2940,1393,1547,73030,88918,8802,04222
8600000US04224,2003,1001,1002,37656,52497,7074,04224
8600000US04226,172,99,73,49583,59646,10925,04226
8600000US04227,108,57,51,30682,27559,6859,04227
8600000US04228,0,0,0,,,,04228
8600000US04231,225,112,113,37188,48025,8109,04231
8600000US04234,63,12,51,32097,39352,13272,04234
8600000US04236,3247,1717,1530,69571,83378,7888,04236
8600000US04237,166,69,97,73000,74137,17631,04237
8600000US04238,1340,701,639,54333,66502,5727,04238
8600000US04239,3664,1755,1909,58823,64892,7321,04239
8600000US04240,29230,13825,15405,41371,56320,3615,04240
8600000US04250,3110,1557,1553,48875,56159,5676,04250
8600000US04252,3613,1721,1892,66056,77844,10178,04252
8600000US04253,1615,805,810,59511,72696,10517,04253
8600000US04254,2387,1153,1234,36094,41499,5726,04254
8600000US04255,535,265,270,64375,63882,7036,04255
8600000US04256,2279,1165,1114,61786,68394,8469,04256
8600000US04257,2286,1154,1132,45000,53352,7621,04257
8600000US04258,1840,896,944,73036,86175,8420,04258
8600000US04259,2552,1252,1300,54821,66702,9914,04259
8600000US04260,4447,2263,2184,70081,81335,6327,04260
8600000US04261,314,143,171,54583,71856,10944,04261
8600000US04263,1624,814,810,54250,67626,9593,04263
8600000US04265,879,399,480,65221,78372,21143,04265
8600000US04267,54,24,30,59688,65297,17121,04267
8600000US04268,3659,1705,1954,47798,59136,8375,04268
8600000US04270,4746,2254,2492,54250,60282,5564,04270
8600000US04271,0,0,0,,,,04271
8600000US04274,4495,2278,2217,61857,69271,6955,04274
8600000US04275,335,152,183,42500,51126,9536,04275
8600000US04276,5322,2711,2611,35440,49768,4427,04276
8600000US04280,5107,2571,2536,67275,75734,6306,04280
8600000US04281,4117,1961,2156,46597,57288,8836,04281
8600000US04282,4424,2129,2295,63047,78782,9866,04282
8600000US04284,801,382,419,68000,80515,8285,04284
8600000US04285,339,174,165,43750,59988,10912,04285
8600000US04286,24,9,15,,,,04286
8600000US04287,2540,1205,1335,53243,68322,11195,04287
8600000US04289,1726,792,934,45313,54683,7357,04289
8600000US04290,1251,629,622,56181,66837,6742,04290
8600000US04292,758,387,371,62875,63296,6581,04292
8600000US04294,3213,1562,1651,48056,61812,7438,04294
8600000US04330,20956,10126,10830,45278,58352,2797,04330
8600000US04342,1439,703,736,68674,74388,5461,04342
8600000US04343,16,16,0,,,,04343
8600000US04344,2302,952,1350,39486,67447,14345,04344
8600000US04345,8899,4080,4819,56055,70249,5048,04345
8600000US04346,1596,790,806,50729,64473,8239,04346
8600000US04347,1976,942,1034,59548,81787,11130,04347
8600000US04348,2273,1151,1122,56445,62666,4788,04348
8600000US04349,905,438,467,66429,80194,8979,04349
8600000US04350,2894,1486,1408,69464,86319,11863,04350
8600000US04351,2093,997,1096,69083,94336,12459,04351
8600000US04352,1212,520,692,53203,66070,5221,04352
8600000US04353,1864,917,947,48656,64253,9835,04353
8600000US04354,1178,615,563,65121,90242,24416,04354
8600000US04355,2059,1085,974,82292,92960,10902,04355
8600000US04357,2743,1353,1390,53750,57213,5364,04357
8600000US04358,3206,1622,1584,61534,69482,6583,04358
8600000US04359,247,125,122,,56160,22121,04359
8600000US04360,417,215,202,58646,68458,9469,04360
8600000US04363,2095,1050,1045,54948,61091,5889,04363
8600000US04364,4746,2349,2397,65990,73217,7917,04364
8600000US04401,36110,17210,18900,47789,66161,3565,04401
8600000US04406,556,291,265,45417,57867,10620,04406
8600000US04408,115,66,49,54375,66163,13713,04408
8600000US04410,953,503,450,47197,52355,4740,04410
8600000US04411,1271,619,652,57708,67409,6749,04411
8600000US04412,7261,3703,3558,58403,70298,6684,04412
8600000US04413,184,108,76,46250,46037,12021,04413
8600000US04414,1057,565,492,37692,46600,5375,04414
8600000US04415,215,102,113,37679,44375,13882,04415
8600000US04416,4192,1834,2358,46250,55494,8605,04416
8600000US04417,288,154,134,29583,36778,6562,04417
8600000US04418,1394,717,677,43594,55679,9317,04418
8600000US04419,2195,1139,1056,67143,71810,5812,04419
8600000US04421,1122,776,346,52500,78581,14228,04421
8600000US04422,1114,633,481,53000,72242,20371,04422
8600000US04424,660,284,376,32232,36420,3369,04424
8600000US04426,3754,1817,1937,39928,57075,7239,04426
8600000US04427,2214,1061,1153,55050,62064,6119,04427
8600000US04428,2266,1125,1141,58325,67550,5579,04428
8600000US04429,3711,1764,1947,59190,79308,8958,04429
8600000US04430,1450,697,753,39464,48666,3796,04430
8600000US04431,42,22,20,55139,52759,14534,04431
8600000US04434,907,439,468,55938,63120,6882,04434
8600000US04435,851,400,451,42788,55493,7044,04435
8600000US04438,864,458,406,44375,54122,6393,04438
8600000US04441,1495,728,767,55179,60858,8108,04441
8600000US04442,22,14,8,30938,32962,15705,04442
8600000US04443,1954,996,958,38717,50327,6383,04443
8600000US04444,7093,3624,3469,79716,98473,10578,04444
8600000US04448,1151,597,554,32500,47299,7487,04448
8600000US04449,1196,603,593,52102,60143,6232,04449
8600000US04450,934,419,515,63750,62836,7081,04450
8600000US04451,175,89,86,33542,41393,7756,04451
8600000US04453,602,293,309,33500,46560,7167,04453
8600000US04454,26,13,13,18958,21677,7857,04454
8600000US04455,625,307,318,38516,57342,9317,04455
8600000US04456,2273,1127,1146,63004,74474,8577,04456
8600000US04457,4760,2495,2265,39797,57939,9036,04457
8600000US04459,712,358,354,39583,47729,5599,04459
8600000US04460,1012,558,454,36458,50148,5905,04460
8600000US04461,2337,1164,1173,63036,63408,6659,04461
8600000US04462,4062,1781,2281,37295,56880,14990,04462
8600000US04463,2515,1248,1267,33402,40042,2671,04463
8600000US04464,445,236,209,41042,62528,16446,04464
8600000US04468,7467,3863,3604,42475,57841,5813,04468
8600000US04469,2548,1406,1142,,,,04469
8600000US04471,536,266,270,36923,48520,12274,04471
8600000US04472,1821,899,922,53682,66495,9048,04472
8600000US04473,7302,3481,3821,45742,67186,5437,04473
8600000US04474,2924,1336,1588,64857,73811,9840,04474
8600000US04475,507,276,231,43036,53844,10368,04475
8600000US04476,999,486,513,48667,68489,8068,04476
8600000US04478,295,121,174,36964,50132,10358,04478
8600000US04479,1087,547,540,39000,52549,6273,04479
8600000US04481,404,208,196,43750,57254,11558,04481
8600000US04485,191,88,103,45694,60685,15241,04485
8600000US04487,766,426,340,33523,43259,6960,04487
8600000US04488,1222,564,658,57500,70318,10855,04488
8600000US04489,173,65,108,48095,37838,16356,04489
8600000US04490,242,122,120,54688,57578,7628,04490
8600000US04491,127,63,64,37500,44529,8289,04491
8600000US04492,98,44,54,46607,45393,6299,04492
8600000US04493,1553,751,802,51786,63705,7798,04493
8600000US04495,364,172,192,38500,45455,6277,04495
8600000US04496,3124,1515,1609,58373,69123,8218,04496
8600000US04497,245,127,118,23750,40038,8293,04497
8600000US04530,8617,4231,4386,52545,73776,7368,04530
8600000US04535,635,309,326,68068,83762,12325,04535
8600000US04537,1809,851,958,60887,75458,13238,04537
8600000US04538,1752,762,990,48000,63880,8520,04538
8600000US04539,913,450,463,54615,82529,26796,04539
8600000US04541,41,27,14,45893,41352,10871,04541
8600000US04543,1709,799,910,52941,68481,9418,04543
8600000US04544,571,301,270,79100,108745,37406,04544
8600000US04547,797,382,415,58304,71313,9671,04547
8600000US04548,793,400,393,62778,85784,15537,04548
8600000US04551,672,325,347,64583,75939,10188,04551
8600000US04553,1396,700,696,71250,96880,16677,04553
8600000US04554,737,359,378,58281,73426,14578,04554
8600000US04555,1313,626,687,61442,71311,7281,04555
8600000US04556,952,448,504,57237,74249,8178,04556
8600000US04558,121,53,68,93056,94467,44624,04558
8600000US04562,1822,837,985,72419,99881,28096,04562
8600000US04563,1188,615,573,56029,66184,6575,04563
8600000US04564,536,299,237,66607,102798,37695,04564
8600000US04568,396,204,192,50714,91544,22681,04568
8600000US04570,0,0,0,,,,04570
8600000US04571,340,155,185,46188,88380,69182,04571
8600000US04572,4211,1840,2371,42917,56920,5564,04572
8600000US04573,415,202,213,67031,93667,18710,04573
8600000US04574,1146,599,547,50652,87785,36208,04574
8600000US04575,70,44,26,140625,277650,204549,04575
8600000US04576,518,227,291,52197,82724,12453,04576
8600000US04578,3647,1852,1795,44835,61317,7333,04578
8600000US04579,2434,1157,1277,76442,80880,5822,04579
8600000US04605,11533,5415,6118,56787,71358,4293,04605
8600000US04606,954,465,489,40208,49335,4554,04606
8600000US04607,954,468,486,47000,97194,26898,04607
8600000US04609,4511,2351,2160,51544,68863,8120,04609
8600000US04611,346,178,168,46806,63699,14779,04611
8600000US04612,400,195,205,67750,83326,24548,04612
8600000US04613,68,31,37,78125,88630,47104,04613
8600000US04614,2190,978,1212,59324,77647,15749,04614
8600000US04616,637,324,313,48438,72945,14669,04616
8600000US04617,661,301,360,65833,97712,16119,04617
8600000US04619,2487,1231,1256,31078,61233,27731,04619
8600000US04622,980,463,517,39688,49437,7062,04622
8600000US04623,708,364,344,46827,50786,5492,04623
8600000US04624,149,65,84,60250,56035,16994,04624
8600000US04625,75,37,38,44792,91577,35104,04625
8600000US04626,369,203,166,51000,66518,17509,04626
8600000US04627,1340,580,760,45526,62148,10822,04627
8600000US04628,580,286,294,47679,54275,7231,04628
8600000US04629,0,0,0,,,,04629
8600000US04630,1097,523,574,45132,57576,6960,04630
8600000US04631,1142,512,630,35147,58033,13831,04631
8600000US04634,1547,768,779,41643,48155,3645,04634
8600000US04635,9,4,5,18750,17417,5057,04635
8600000US04637,138,56,82,46250,58881,16089,04637
8600000US04640,1778,821,957,55341,77945,17638,04640
8600000US04642,77,33,44,87250,100162,39421,04642
8600000US04643,826,420,406,44722,52790,5549,04643
8600000US04644,0,0,0,,,,04644
8600000US04645,20,14,6,31563,38187,20344,04645
8600000US04646,55,24,31,58750,81026,41678,04646
8600000US04648,541,247,294,41736,53971,6212,04648
8600000US04649,1057,513,544,42639,56365,9457,04649
8600000US04650,242,114,128,,243894,176431,04650
8600000US04652,1402,679,723,35476,51539,7575,04652
8600000US04653,498,200,298,47857,50315,7078,04653
8600000US04654,2622,1237,1385,36615,50958,4715,04654
8600000US04655,887,521,366,57760,69811,12170,04655
8600000US04657,271,147,124,51875,65969,14308,04657
8600000US04658,1262,602,660,50156,58879,8429,04658
8600000US04660,940,446,494,88224,122772,24860,04660
8600000US04662,328,164,164,52821,55536,12019,04662
8600000US04664,1029,540,489,50192,68164,8317,04664
8600000US04666,1006,491,515,40313,50713,4802,04666
8600000US04667,1059,497,562,39934,50934,4363,04667
8600000US04668,1209,584,625,32434,47238,4532,04668
8600000US04669,178,97,81,,94550,31882,04669
8600000US04671,475,241,234,60375,89275,21044,04671
8600000US04673,148,72,76,37917,55040,17707,04673
8600000US04674,370,186,184,58281,69074,17263,04674
8600000US04675,169,96,73,72083,186636,119454,04675
8600000US04676,899,445,454,54750,69924,14956,04676
8600000US04677,241,108,133,58250,65131,14839,04677
8600000US04679,1480,693,787,54450,72026,8692,04679
8600000US04680,921,482,439,41250,55689,5710,04680
8600000US04681,890,426,464,47125,58181,7739,04681
8600000US04683,90,42,48,96667,109921,33181,04683
8600000US04684,1348,634,714,68333,97007,15087,04684
8600000US04685,357,178,179,73958,83369,10795,04685
8600000US04686,113,60,53,46250,51576,11543,04686
8600000US04691,265,123,142,53906,66302,9700,04691
8600000US04693,335,160,175,39688,54077,11632,04693
8600000US04694,1783,873,910,47228,59629,4741,04694
8600000US04730,7863,3665,4198,38750,53855,3597,04730
8600000US04732,1374,752,622,39324,44850,4515,04732
8600000US04733,205,94,111,49688,58662,13596,04733
8600000US04734,579,295,284,46094,55507,9411,04734
8600000US04735,480,249,231,46833,57286,8566,04735
8600000US04736,7430,3685,3745,38450,54925,4691,04736
8600000US04739,763,375,388,38207,53113,10372,04739
8600000US04740,886,427,459,48269,63475,8448,04740
8600000US04741,4,4,0,,,,04741
8600000US04742,2558,1126,1432,39272,62204,11655,04742
8600000US04743,3811,1892,1919,42940,57022,4929,04743
8600000US04745,744,375,369,44167,53830,6723,04745
8600000US04746,374,205,169,27292,38766,7563,04746
8600000US04747,1076,541,535,37463,51209,6256,04747
8600000US04750,1651,811,840,38015,43635,4249,04750
8600000US04756,2786,1325,1461,39706,51923,7359,04756
8600000US04757,2378,1193,1185,57455,69970,5154,04757
8600000US04758,1093,495,598,41711,59710,10985,04758
8600000US04760,603,313,290,37500,58775,12427,04760
8600000US04761,414,178,236,48542,61233,18339,04761
8600000US04762,432,213,219,36375,52692,8252,04762
8600000US04763,588,276,312,34464,43396,5623,04763
8600000US04764,27,15,12,50625,47747,8102,04764
8600000US04765,918,447,471,32344,45936,6824,04765
8600000US04766,327,164,163,43000,50762,5156,04766
8600000US04768,298,153,145,52708,58755,6072,04768
8600000US04769,7348,3575,3773,37401,57703,6437,04769
8600000US04772,694,337,357,46042,62793,11335,04772
8600000US04773,539,265,274,59205,52005,17529,04773
8600000US04774,476,240,236,35865,43552,5178,04774
8600000US04776,835,426,409,42578,51953,5926,04776
8600000US04777,334,170,164,35208,40810,6330,04777
8600000US04779,288,152,136,40313,52096,9866,04779
8600000US04780,552,281,271,55625,64554,10674,04780
8600000US04781,450,248,202,40417,50738,6130,04781
8600000US04783,460,219,241,40625,61578,10073,04783
8600000US04785,2005,956,1049,31184,43985,4583,04785
8600000US04786,1595,820,775,42426,49392,4292,04786
8600000US04787,577,305,272,32019,43484,7301,04787
8600000US04841,5821,2614,3207,41308,54503,5248,04841
8600000US04843,4225,1733,2492,57132,76909,9793,04843
8600000US04847,1178,600,578,63462,75287,8610,04847
8600000US04848,594,280,314,65000,112236,23800,04848
8600000US04849,3071,1451,1620,59904,86762,8198,04849
8600000US04851,76,42,34,31250,51978,21078,04851
8600000US04852,36,18,18,42500,72464,31797,04852
8600000US04853,405,186,219,67500,85959,9159,04853
8600000US04854,1295,657,638,58281,83437,10448,04854
8600000US04855,186,100,86,129342,139401,50798,04855
8600000US04856,2744,1277,1467,63011,95411,21453,04856
8600000US04858,1112,558,554,61875,79893,13785,04858
8600000US04859,673,357,316,50100,78844,21066,04859
8600000US04860,1285,605,680,51875,77653,23096,04860
8600000US04861,2163,1074,1089,52907,55651,7031,04861
8600000US04862,3225,1599,1626,57209,67021,4491,04862
8600000US04863,910,426,484,66563,79275,11068,04863
8600000US04864,4155,2513,1642,67422,75190,11601,04864
8600000US04901,21689,10009,11680,43168,62953,5686,04901
8600000US04910,1687,860,827,49293,60171,5931,04910
8600000US04911,1719,935,784,32177,45685,5892,04911
8600000US04912,719,360,359,34531,37704,4866,04912
8600000US04915,7299,3340,3959,55737,70511,8634,04915
8600000US04917,2217,1108,1109,80303,90405,6992,04917
8600000US04918,298,163,135,67313,74251,24113,04918
8600000US04920,1348,721,627,34324,45060,7524,04920
8600000US04921,1179,582,597,37578,46126,3748,04921
8600000US04922,863,461,402,36719,56656,12509,04922
8600000US04923,423,208,215,30417,43531,9301,04923
8600000US04924,1742,862,880,50731,58310,6112,04924
8600000US04925,84,41,43,58333,54442,9779,04925
8600000US04926,79,37,42,,,,04926
8600000US04927,2807,1404,1403,47990,54513,5667,04927
8600000US04928,1708,780,928,40762,57612,6978,04928
8600000US04929,615,281,334,35673,62439,15266,04929
8600000US04930,3357,1548,1809,37050,44851,4928,04930
8600000US04932,1009,464,545,51953,60940,7509,04932
8600000US04933,24,19,5,,,,04933
8600000US04936,135,70,65,,68353,19665,04936
8600000US04937,5246,2517,2729,41084,51537,5475,04937
8600000US04938,8259,3830,4429,42301,57848,5958,04938
8600000US04939,826,415,411,41250,54365,9235,04939
8600000US04940,0,0,0,,,,04940
8600000US04941,1410,739,671,53266,59526,7476,04941
8600000US04942,1106,550,556,31514,42039,3774,04942
8600000US04943,1389,696,693,31129,45073,5752,04943
8600000US04944,37,18,19,,,,04944
8600000US04945,848,417,431,40357,55332,6272,04945
8600000US04947,1185,631,554,55000,69363,9070,04947
8600000US04949,650,318,332,47857,55739,8042,04949
8600000US04950,3942,1922,2020,42229,56837,10920,04950
8600000US04951,839,451,388,37417,53498,6796,04951
8600000US04952,1558,783,775,51563,63657,5880,04952
8600000US04953,2561,1206,1355,50192,58780,7076,04953
8600000US04955,1249,632,617,51417,61555,5771,04955
8600000US04956,722,365,357,42708,61895,11226,04956
8600000US04957,3392,1655,1737,47622,64810,8956,04957
8600000US04958,1537,839,698,49904,59756,7704,04958
8600000US04961,723,377,346,42333,59033,9585,04961
8600000US04962,97,55,42,68261,67424,28135,04962
8600000US04963,5806,2973,2833,55253,73461,9081,04963
8600000US04964,122,65,57,,61181,22210,04964
8600000US04965,1697,859,838,48679,56035,5248,04965
8600000US04966,1356,653,703,39167,50878,5036,04966
8600000US04967,3184,1575,1609,50893,55208,5214,04967
8600000US04969,954,511,443,46900,62665,11338,04969
8600000US04970,1213,638,575,53500,72844,12234,04970
8600000US04971,1601,752,849,53412,77874,23511,04971
8600000US04973,1154,528,626,59583,67577,6022,04973
8600000US04974,2047,922,1125,36563,48729,8053,04974
8600000US04975,0,0,0,,,,04975
8600000US04976,7669,3688,3981,42000,51824,4377,04976
8600000US04978,603,283,320,64250,71126,10558,04978
8600000US04979,746,361,385,55048,59824,6824,04979
8600000US04981,2157,1063,1094,55591,69048,9176,04981
8600000US04982,441,265,176,47941,47549,7739,04982
8600000US04983,1376,643,733,37500,64961,11917,04983
8600000US04984,523,256,267,39239,62515,11488,04984
8600000US04985,45,19,26,22917,34733,11334,04985
8600000US04986,1302,702,600,46346,58749,5751,04986
8600000US04987,780,386,394,43625,55017,5290,04987
8600000US04988,1890,893,997,36875,55247,7795,04988
8600000US04989,3180,1636,1544,57802,74487,7762,04989
8600000US04992,142,0,142,,,,04992
8600000US05001,7763,3578,4185,62574,77761,6304,05001
