geoid,tot.pop18,male.pop18,fem.pop18,med.inc18,mean.inc18,mean.inc18.moe,zcta
8600000US45145,19,9,10,,,,45145
8600000US45146,1045,567,478,61964,68468,9184,45146
8600000US45147,154,57,97,49267,52339,10714,45147
8600000US45148,1068,620,448,46755,59902,9484,45148
8600000US45150,24726,11752,12974,64580,84147,4579,45150
8600000US45152,8502,4106,4396,73482,93018,7036,45152
8600000US45153,1486,747,739,52891,67513,11890,45153
8600000US45154,6522,3156,3366,58802,65950,5638,45154
8600000US45155,267,136,131,35625,45681,10870,45155
8600000US45156,70,38,32,34583,64493,38396,45156
8600000US45157,7596,3795,3801,62232,82641,5729,45157
8600000US45158,295,154,141,52292,59131,11691,45158
8600000US45159,2604,1302,1302,56800,70240,11893,45159
8600000US45160,713,361,352,27688,39853,8235,45160
8600000US45162,2154,1058,1096,85294,87266,9519,45162
8600000US45164,180,84,96,39063,50669,17059,45164
8600000US45166,38,24,14,48235,47587,18601,45166
8600000US45167,2989,1461,1528,46250,58568,6165,45167
8600000US45168,1275,649,626,48214,54115,7080,45168
8600000US45169,3545,1694,1851,51607,60445,8638,45169
8600000US45171,4387,2094,2293,55575,75617,11274,45171
8600000US45172,149,68,81,,50510,16388,45172
8600000US45174,1556,774,782,163958,220573,23703,45174
8600000US45176,7248,3597,3651,58979,67903,5441,45176
8600000US45177,17464,8602,8862,48809,69734,6514,45177
8600000US45202,12140,6680,5460,63502,99888,5377,45202
8600000US45203,1936,761,1175,17005,35778,5272,45203
8600000US45204,4539,2333,2206,33132,45470,5479,45204
8600000US45205,12592,6475,6117,28724,39337,2289,45205
8600000US45206,9123,4339,4784,35662,66170,6343,45206
8600000US45207,5728,2520,3208,27355,42617,7283,45207
8600000US45208,14742,6761,7981,95438,147670,11694,45208
8600000US45209,9912,4841,5071,67431,85610,5852,45209
8600000US45211,27877,13291,14586,42024,54689,2785,45211
8600000US45212,18344,9180,9164,44770,61815,3484,45212
8600000US45213,9879,4940,4939,56782,72259,4555,45213
8600000US45214,5520,2546,2974,21142,30397,2208,45214
8600000US45215,23186,10596,12590,51570,80776,7960,45215
8600000US45216,6727,3314,3413,33359,44954,3631,45216
8600000US45217,5282,2309,2973,45125,64006,6837,45217
8600000US45218,2901,1265,1636,63920,72381,7820,45218
8600000US45219,16775,9410,7365,26939,36252,2415,45219
8600000US45220,12161,5941,6220,41359,71066,6717,45220
8600000US45223,8964,4308,4656,40947,54459,3463,45223
8600000US45224,16850,7108,9742,47184,61156,3430,45224
8600000US45225,5886,2508,3378,13614,22662,1968,45225
8600000US45226,4350,2065,2285,85056,133792,17982,45226
8600000US45227,14527,6598,7929,52996,76334,5344,45227
8600000US45229,9794,4396,5398,20874,40480,4800,45229
8600000US45230,20941,9983,10958,69198,90517,5147,45230
8600000US45231,30206,13356,16850,53863,66033,3235,45231
8600000US45232,3838,1269,2569,16341,30725,4064,45232
8600000US45233,12706,5960,6746,79789,97428,5625,45233
8600000US45236,19627,9385,10242,60722,80496,5133,45236
8600000US45237,15622,6870,8752,35239,51864,3786,45237
8600000US45238,34351,15946,18405,50147,64372,2771,45238
8600000US45239,22439,10077,12362,51492,61509,3415,45239
8600000US45240,19837,9393,10444,59281,71766,5272,45240
8600000US45241,19481,9959,9522,83568,105928,5029,45241
8600000US45242,16977,7951,9026,96545,137923,8549,45242
8600000US45243,11292,5388,5904,132980,193720,19604,45243
8600000US45244,20719,10198,10521,90468,121424,5434,45244
8600000US45245,16527,7689,8838,63841,85111,6837,45245
8600000US45246,10647,4989,5658,56086,80119,7129,45246
8600000US45247,18244,8949,9295,71790,94812,4587,45247
8600000US45248,19004,9028,9976,74694,93382,4488,45248
8600000US45249,9897,4972,4925,81212,121925,10025,45249
8600000US45251,17164,7957,9207,62691,75663,4750,45251
8600000US45252,3731,1937,1794,74792,109336,10151,45252
8600000US45255,16505,7765,8740,73061,101533,5302,45255
8600000US45301,74,29,45,,,,45301
8600000US45302,2958,1583,1375,83333,95591,9848,45302
8600000US45303,1877,979,898,61432,64234,6408,45303
8600000US45304,5455,2672,2783,63723,73685,4730,45304
8600000US45305,8387,4134,4253,91794,110978,7949,45305
8600000US45306,1777,953,824,62292,76958,6540,45306
8600000US45307,243,119,124,37500,43413,9265,45307
8600000US45308,3205,1620,1585,56296,68700,5508,45308
8600000US45309,9780,4630,5150,56896,75590,7156,45309
8600000US45310,198,105,93,66827,101694,42801,45310
8600000US45311,4798,2294,2504,56992,70812,5900,45311
8600000US45312,1145,531,614,76705,85022,12812,45312
8600000US45314,5283,2489,2794,61339,92108,13865,45314
8600000US45315,3137,1623,1514,81676,87782,9101,45315
8600000US45316,90,48,42,60417,64389,20059,45316
8600000US45317,804,346,458,65219,62049,10314,45317
8600000US45318,4140,2108,2032,52136,65229,5994,45318
8600000US45319,290,141,149,61563,73727,11057,45319
8600000US45320,11530,5500,6030,51672,65284,4578,45320
8600000US45321,676,321,355,53672,65569,11495,45321
8600000US45322,16418,7814,8604,64695,76412,4684,45322
8600000US45323,4011,1975,2036,60432,79113,11371,45323
8600000US45324,33559,16269,17290,49569,61857,2101,45324
8600000US45325,1831,832,999,62222,73067,8726,45325
8600000US45326,717,342,375,73125,78619,13225,45326
8600000US45327,6959,3355,3604,64771,77773,6090,45327
8600000US45328,409,219,190,40500,47596,5734,45328
8600000US45330,677,362,315,62981,73991,12690,45330
8600000US45331,17561,8337,9224,44566,57553,3061,45331
8600000US45332,577,303,274,43864,73755,27827,45332
8600000US45333,1052,632,420,83971,76645,12576,45333
8600000US45334,1595,781,814,57936,66278,6989,45334
8600000US45335,5319,2562,2757,61926,74852,8213,45335
8600000US45336,125,61,64,64464,72252,16462,45336
8600000US45337,1483,767,716,64861,75309,10450,45337
8600000US45338,3859,1927,1932,61840,71034,5353,45338
8600000US45339,1077,588,489,56480,67000,9823,45339
8600000US45340,484,256,228,62250,68692,9363,45340
8600000US45341,2962,1440,1522,45093,51590,4101,45341
8600000US45342,28356,13634,14722,60478,76880,5028,45342
8600000US45344,11951,5802,6149,51013,68610,5648,45344
8600000US45345,4830,2217,2613,51613,61681,7344,45345
8600000US45346,1523,769,754,55887,66596,9048,45346
8600000US45347,3457,1581,1876,49625,64393,7543,45347
8600000US45348,728,359,369,51625,62565,10934,45348
8600000US45349,285,144,141,65804,66944,11697,45349
8600000US45350,66,35,31,82500,92400,21607,45350
8600000US45351,158,84,74,71250,71637,12469,45351
8600000US45352,165,73,92,40000,56027,18052,45352
8600000US45353,121,55,66,53594,53224,10932,45353
8600000US45354,370,187,183,45417,50253,6335,45354
8600000US45356,19548,9388,10160,48720,58269,2373,45356
8600000US45358,264,121,143,56875,76959,24331,45358
8600000US45359,1474,763,711,59500,67017,6119,45359
8600000US45360,329,184,145,32039,50651,22049,45360
8600000US45361,256,142,114,55833,55236,7078,45361
8600000US45362,877,474,403,55676,64485,8392,45362
8600000US45363,1198,664,534,79000,97427,21410,45363
8600000US45365,22602,10858,11744,56513,70526,4219,45365
8600000US45368,3714,1849,1865,50313,65808,4831,45368
8600000US45369,2725,1336,1389,55417,76643,8707,45369
8600000US45370,1880,903,977,78875,100165,15468,45370
8600000US45371,15267,7463,7804,71945,90000,5667,45371
8600000US45372,254,122,132,46528,57858,7979,45372
8600000US45373,27263,13144,14119,59233,77255,4158,45373
8600000US45377,12319,5933,6386,58516,72731,3987,45377
8600000US45378,278,142,136,47411,56734,7526,45378
8600000US45380,3831,1845,1986,69362,85537,8150,45380
8600000US45381,4212,2155,2057,56506,65845,4217,45381
8600000US45382,917,494,423,57619,76391,26617,45382
8600000US45383,5562,2709,2853,50238,60810,6408,45383
8600000US45384,1908,894,1014,63929,74480,32816,45384
8600000US45385,30145,14147,15998,54266,74078,3437,45385
8600000US45387,4469,2199,2270,76786,92740,9490,45387
8600000US45388,539,276,263,95689,114258,33648,45388
8600000US45389,374,188,186,51944,52068,6169,45389
8600000US45390,2331,1198,1133,41067,51072,4736,45390
8600000US45402,7986,4068,3918,26894,42502,5478,45402
8600000US45403,10580,5256,5324,27381,36301,2109,45403
8600000US45404,7574,3619,3955,33500,39486,3883,45404
8600000US45405,13233,6067,7166,28079,39937,2992,45405
8600000US45406,15133,6809,8324,27590,40394,3342,45406
8600000US45409,14415,7582,6833,63810,82669,8438,45409
8600000US45410,12501,6327,6174,35612,45282,3070,45410
8600000US45414,15612,7091,8521,41316,61310,4111,45414
8600000US45415,10460,5058,5402,60867,73836,5481,45415
8600000US45416,4950,1976,2974,45022,56281,6731,45416
8600000US45417,22161,9568,12593,25550,35062,1511,45417
8600000US45418,1349,624,725,60750,67900,7305,45418
8600000US45419,11280,5269,6011,75462,105644,6692,45419
8600000US45420,19666,9618,10048,40940,51678,3127,45420
8600000US45424,38426,18371,20055,64071,74648,2440,45424
8600000US45426,12056,5115,6941,33417,46136,3487,45426
8600000US45428,335,325,10,,,,45428
8600000US45429,20746,9792,10954,64461,87782,4910,45429
8600000US45430,5666,2785,2881,92831,103844,8804,45430
8600000US45431,21937,10572,11365,63263,82274,5012,45431
8600000US45432,11760,5707,6053,60304,74459,4416,45432
8600000US45433,1992,1298,694,82875,106992,20877,45433
8600000US45434,9163,4570,4593,106638,118832,8255,45434
8600000US45439,7735,3743,3992,46094,56727,5280,45439
8600000US45440,16230,7825,8405,71950,92604,5548,45440
8600000US45449,14041,6623,7418,44651,52667,2038,45449
8600000US45458,23945,11206,12739,86056,113438,6227,45458
8600000US45459,22120,10176,11944,72292,99620,4479,45459
8600000US45502,12625,6205,6420,69804,83106,3771,45502
8600000US45503,25488,11871,13617,46227,58892,2888,45503
8600000US45504,14012,6675,7337,52435,70497,5320,45504
8600000US45505,15151,7079,8072,32980,45249,2239,45505
8600000US45506,10001,4626,5375,39798,50986,3464,45506
8600000US45601,45012,24306,20706,47427,62385,2684,45601
8600000US45612,3696,1831,1865,42500,46808,4358,45612
8600000US45613,2266,1080,1186,46278,57378,7022,45613
8600000US45614,3575,1617,1958,37267,52720,7582,45614
8600000US45616,1109,611,498,25938,35857,7494,45616
8600000US45617,197,54,143,,,,45617
8600000US45618,8,6,2,,,,45618
8600000US45619,5981,2823,3158,54795,72191,21857,45619
8600000US45620,740,382,358,38438,52989,7916,45620
8600000US45621,265,98,167,42609,47161,18341,45621
8600000US45622,119,28,91,,53357,30656,45622
8600000US45623,2342,1105,1237,43854,51336,5181,45623
8600000US45624,0,0,0,,,,45624
8600000US45628,3865,1848,2017,58068,67064,7507,45628
8600000US45629,2364,1246,1118,38493,53154,8202,45629
8600000US45630,80,63,17,36520,40107,8014,45630
8600000US45631,11637,5691,5946,44019,61113,4779,45631
8600000US45634,1381,742,639,34205,42762,7099,45634
8600000US45636,100,60,40,,106395,106804,45636
8600000US45638,16738,8168,8570,38591,52089,3426,45638
8600000US45640,12407,6257,6150,46104,53468,3615,45640
8600000US45642,0,0,0,,,,45642
8600000US45644,3807,1950,1857,74433,85316,14250,45644
8600000US45645,1932,947,985,43864,57208,12971,45645
8600000US45646,408,232,176,36563,47426,21293,45646
8600000US45647,2090,1158,932,52500,53581,7477,45647
8600000US45648,10476,5823,4653,40245,56774,4341,45648
8600000US45650,356,212,144,,48544,18918,45650
8600000US45651,4540,2263,2277,44081,56759,5088,45651
8600000US45652,2704,1375,1329,44619,71348,18930,45652
8600000US45653,3018,1432,1586,62778,75190,11453,45653
8600000US45654,904,452,452,48837,51846,8437,45654
8600000US45656,5128,2461,2667,46263,52711,3822,45656
8600000US45657,1569,813,756,36705,45755,8629,45657
8600000US45658,2091,1041,1050,43831,47735,6518,45658
8600000US45659,2093,990,1103,35833,55587,12169,45659
8600000US45660,5579,2806,2773,38015,49900,5354,45660
8600000US45661,5222,2448,2774,38177,51582,7289,45661
8600000US45662,23692,10881,12811,32133,48624,3793,45662
8600000US45663,4757,2244,2513,37361,48462,5950,45663
8600000US45669,8141,3872,4269,52224,62104,4214,45669
8600000US45671,259,142,117,45250,57846,16541,45671
8600000US45672,1118,520,598,54647,66226,19194,45672
8600000US45673,238,130,108,,39855,15203,45673
8600000US45674,572,321,251,27829,39468,12982,45674
8600000US45678,612,278,334,46602,60036,23533,45678
8600000US45679,1954,963,991,34915,60841,8826,45679
8600000US45680,9905,4782,5123,42370,58617,6950,45680
8600000US45681,1347,635,712,50385,80174,47747,45681
8600000US45682,1619,894,725,34028,50070,8505,45682
8600000US45684,1668,812,856,50378,70764,12047,45684
8600000US45685,796,388,408,40729,55422,13451,45685
8600000US45686,2814,1280,1534,39893,48512,5727,45686
8600000US45688,446,212,234,42731,47558,10051,45688
8600000US45690,11599,5561,6038,52786,64276,5152,45690
8600000US45692,6154,2772,3382,42905,57827,9177,45692
8600000US45693,6618,3205,3413,37310,56588,9642,45693
8600000US45694,8844,4027,4817,51658,73735,9809,45694
8600000US45695,505,268,237,37188,38372,7084,45695
8600000US45696,1268,543,725,35658,47223,9794,45696
8600000US45697,3850,1944,1906,57500,63588,7414,45697
8600000US45698,233,98,135,26458,36857,11206,45698
8600000US45701,31788,15868,15920,36848,57954,3737,45701
8600000US45710,4380,2188,2192,52019,60947,5184,45710
8600000US45711,995,497,498,48750,56662,9374,45711
8600000US45714,7751,3745,4006,44222,60699,9343,45714
8600000US45715,1758,836,922,41042,72717,24869,45715
8600000US45716,404,198,206,38214,59490,15948,45716
8600000US45719,817,400,417,28480,43570,12502,45719
8600000US45721,34,20,14,,,,45721
8600000US45723,2936,1470,1466,48929,63220,8307,45723
8600000US45724,1789,967,822,52348,56231,9155,45724
8600000US45727,355,202,153,35581,37958,6066,45727
8600000US45729,1036,528,508,77656,86326,14890,45729
8600000US45732,3397,1694,1703,37219,45935,3856,45732
8600000US45734,399,148,251,30536,44327,19633,45734
8600000US45735,1224,636,588,48143,73570,20883,45735
8600000US45740,325,144,181,35179,43267,19596,45740
8600000US45741,503,216,287,17288,35336,6783,45741
8600000US45742,2371,1166,1205,70804,89913,20323,45742
8600000US45743,1412,680,732,50526,63919,9859,45743
8600000US45744,2140,992,1148,48382,54823,8206,45744
8600000US45745,1134,540,594,62927,65083,12659,45745
8600000US45746,366,207,159,49107,47585,10105,45746
8600000US45750,21843,10583,11260,44609,65401,4152,45750
8600000US45760,2931,1421,1510,32692,52524,7271,45760
8600000US45761,1393,762,631,38542,58454,15088,45761
8600000US45764,7889,4137,3752,36014,51206,4218,45764
8600000US45766,833,390,443,26957,40036,11875,45766
8600000US45767,1843,894,949,45035,59307,10160,45767
8600000US45768,1234,638,596,51454,53150,8778,45768
8600000US45769,5446,2633,2813,41320,51888,4748,45769
8600000US45770,506,331,175,27778,47123,16174,45770
8600000US45771,2621,1298,1323,49291,72973,18938,45771
8600000US45772,1344,636,708,46844,57311,9513,45772
8600000US45773,43,14,29,,,,45773
8600000US45775,1011,465,546,51346,99762,47617,45775
8600000US45776,542,259,283,46319,57769,10960,45776
8600000US45778,515,198,317,33403,38447,13158,45778
8600000US45779,601,314,287,60950,70103,11675,45779
8600000US45780,2490,1135,1355,32969,57135,15980,45780
8600000US45782,367,183,184,20250,30587,7880,45782
8600000US45784,2635,1345,1290,52279,62298,9147,45784
8600000US45786,2622,1300,1322,63284,76785,9490,45786
8600000US45787,50,13,37,,88362,84965,45787
8600000US45788,956,520,436,55000,67072,12893,45788
8600000US45789,150,74,76,,,,45789
8600000US45801,17106,9108,7998,40898,53306,5311,45801
8600000US45804,11544,5543,6001,32660,41528,2329,45804
8600000US45805,18273,9425,8848,51603,64632,3077,45805
8600000US45806,8550,3999,4551,63387,86486,10390,45806
8600000US45807,9819,4922,4897,64142,75453,4362,45807
8600000US45808,264,131,133,53750,70036,21519,45808
8600000US45809,103,53,50,71118,72164,16397,45809
8600000US45810,6781,3486,3295,56250,65308,5619,45810
8600000US45812,1478,695,783,38839,55035,10339,45812
8600000US45813,2820,1409,1411,58385,77469,17424,45813
8600000US45814,2232,1095,1137,61724,73779,8401,45814
8600000US45816,275,150,125,55208,56223,8307,45816
8600000US45817,5414,2635,2779,71061,82067,7299,45817
8600000US45819,181,76,105,51944,63109,11503,45819
8600000US45820,324,147,177,46563,71247,24951,45820
8600000US45821,955,508,447,51679,54191,6311,45821
8600000US45822,14642,7410,7232,52255,67914,4285,45822
8600000US45826,335,168,167,68542,73624,9826,45826
8600000US45827,1587,819,768,78077,85344,8245,45827
8600000US45828,4478,2052,2426,60527,69335,5885,45828
8600000US45830,4240,2107,2133,55917,65299,3684,45830
8600000US45831,2439,1229,1210,52427,67771,7709,45831
8600000US45832,2200,1133,1067,64006,84121,16671,45832
8600000US45833,8206,4044,4162,58469,72311,6283,45833
8600000US45835,387,189,198,57857,69025,14402,45835
8600000US45836,1010,518,492,47206,55332,4870,45836
8600000US45838,38,22,16,,27959,10877,45838
8600000US45840,43838,21323,22515,54232,73141,3107,45840
8600000US45841,635,347,288,66705,68335,9446,45841
8600000US45843,2904,1449,1455,55357,66736,5890,45843
8600000US45844,2407,1253,1154,63750,77896,7862,45844
8600000US45845,2177,1134,1043,68295,92492,13813,45845
8600000US45846,2857,1511,1346,69231,79383,7447,45846
8600000US45849,791,363,428,55000,60337,7756,45849
8600000US45850,2567,1373,1194,58240,68404,7640,45850
8600000US45851,519,270,249,56250,60599,9011,45851
8600000US45853,1005,504,501,79500,109153,31513,45853
8600000US45854,341,161,180,44286,57375,7571,45854
8600000US45855,125,66,59,48750,70161,17218,45855
8600000US45856,3702,1874,1828,53939,70405,5657,45856
8600000US45858,2167,1129,1038,57353,70801,8383,45858
8600000US45859,395,203,192,41250,53111,7060,45859
8600000US45860,1735,925,810,79833,78304,7642,45860
8600000US45861,148,80,68,46964,50276,11299,45861
8600000US45862,1092,558,534,45729,84424,36703,45862
8600000US45863,983,471,512,59500,63670,6285,45863
8600000US45864,143,59,84,65750,63462,11217,45864
8600000US45865,3709,1767,1942,75573,88156,4436,45865
8600000US45866,115,61,54,42500,50162,10270,45866
8600000US45867,835,454,381,66976,68714,5854,45867
8600000US45868,505,282,223,67778,72277,6732,45868
8600000US45869,3426,1744,1682,75667,91756,7395,45869
8600000US45870,151,64,87,60500,76777,25858,45870
8600000US45871,1472,727,745,66458,77373,6827,45871
8600000US45872,3074,1523,1551,50000,60610,5728,45872
8600000US45873,1617,839,778,55417,61650,6850,45873
8600000US45874,1852,961,891,62984,74916,10200,45874
8600000US45875,8467,4006,4461,64715,80795,5749,45875
8600000US45876,538,275,263,60260,76849,11800,45876
8600000US45877,1638,841,797,65469,80793,9764,45877
8600000US45879,4511,2104,2407,44669,57362,4538,45879
8600000US45880,2062,1030,1032,64868,66062,5516,45880
8600000US45881,956,460,496,79300,93440,21154,45881
8600000US45882,2235,1008,1227,53846,66208,6253,45882
8600000US45883,2575,1295,1280,82179,102664,14583,45883
8600000US45884,107,71,36,,261667,375278,45884
8600000US45885,9826,4880,4946,57005,66469,3747,45885
8600000US45886,386,204,182,57708,67466,11450,45886
8600000US45887,3092,1402,1690,50451,63267,8131,45887
8600000US45888,153,82,71,55625,75028,20587,45888
8600000US45889,1069,518,551,94750,97670,17128,45889
8600000US45890,389,191,198,52917,69427,7975,45890
8600000US45891,11401,5397,6004,47915,58208,3141,45891
8600000US45894,520,233,287,62368,64394,14333,45894
8600000US45895,13650,6881,6769,61231,70496,3540,45895
8600000US45896,1433,713,720,61121,71782,6972,45896
8600000US45897,36,11,25,,,,45897
8600000US45898,701,328,373,50000,71612,21762,45898
8600000US45899,103,40,63,40000,57119,13435,45899
8600000US46001,7845,3722,4123,54913,62411,4448,46001
8600000US46011,13799,6464,7335,58000,68617,3392,46011
8600000US46012,16078,7469,8609,44487,57429,3907,46012
8600000US46013,13118,5946,7172,40673,50458,3263,46013
8600000US46016,13470,6771,6699,28340,36785,2740,46016
8600000US46017,4682,2302,2380,51402,59658,5007,46017
8600000US46030,2288,1090,1198,53654,73467,10389,46030
8600000US46031,1847,918,929,76131,90631,15015,46031
8600000US46032,36551,16985,19566,102143,154364,8352,46032
8600000US46033,27584,13241,14343,132432,160797,8132,46033
8600000US46034,5277,2655,2622,72451,83299,8988,46034
8600000US46035,802,395,407,57500,74805,15562,46035
8600000US46036,9215,4743,4472,46189,62849,6340,46036
8600000US46037,29640,14055,15585,113910,142476,9424,46037
8600000US46038,30796,14966,15830,90289,107419,5362,46038
8600000US46039,465,237,228,65125,61741,11587,46039
8600000US46040,8084,3960,4124,91023,126268,20363,46040
8600000US46041,16634,8168,8466,49926,61584,3932,46041
8600000US46044,2263,1046,1217,54770,65553,5422,46044
8600000US46045,78,43,35,55227,64123,29843,46045
8600000US46047,87,50,37,,,,46047
8600000US46048,1438,669,769,51850,57655,5751,46048
8600000US46049,778,384,394,51316,72998,13386,46049
8600000US46050,1575,709,866,63636,71863,7567,46050
8600000US46051,2157,981,1176,52955,70741,9682,46051
8600000US46052,17491,8417,9074,59917,79703,7078,46052
8600000US46055,8472,4155,4317,104033,136293,20175,46055
8600000US46056,1850,863,987,70754,87773,11320,46056
8600000US46057,931,488,443,67704,69861,9593,46057
8600000US46058,1775,903,872,73013,85757,9833,46058
8600000US46060,28871,14152,14719,73936,87517,5054,46060
8600000US46062,25543,12226,13317,85037,109053,6824,46062
8600000US46063,360,189,171,44688,52574,8197,46063
8600000US46064,13624,8263,5361,79802,92722,6152,46064
8600000US46065,2472,1212,1260,61902,68449,5274,46065
8600000US46068,2268,1103,1165,64826,72413,5128,46068
8600000US46069,5759,3126,2633,55360,80947,14651,46069
8600000US46070,1685,861,824,64688,81832,14133,46070
8600000US46071,2747,1359,1388,67222,80043,6741,46071
8600000US46072,6730,3275,3455,55074,70206,6611,46072
8600000US46074,22477,10881,11596,98643,119003,7081,46074
8600000US46075,4566,2231,2335,79183,96118,18827,46075
8600000US46076,1246,658,588,49107,62045,7692,46076
8600000US46077,19515,9445,10070,134644,173712,12504,46077
8600000US46103,162,76,86,63125,65183,12920,46103
8600000US46104,703,392,311,65724,66183,14656,46104
8600000US46105,1464,798,666,76250,70185,8394,46105
8600000US46106,4758,2394,2364,85496,121206,18386,46106
8600000US46107,10022,4491,5531,42370,55499,3728,46107
8600000US46110,438,216,222,55625,71141,32664,46110
8600000US46111,162,88,74,36250,41050,5814,46111
8600000US46112,27589,13870,13719,80394,95708,5115,46112
8600000US46113,11392,5714,5678,72430,78547,4813,46113
8600000US46115,1463,713,750,53221,61675,8636,46115
8600000US46117,436,219,217,85069,91743,23492,46117
8600000US46118,3786,1932,1854,68654,86056,9788,46118
8600000US46120,3913,1999,1914,61605,67756,5350,46120
8600000US46121,4651,2321,2330,64464,85005,12296,46121
8600000US46122,12077,5836,6241,77766,90136,8289,46122
8600000US46123,26287,12699,13588,90960,105929,7718,46123
8600000US46124,6703,3611,3092,52917,61740,5149,46124
8600000US46125,5,5,0,,,,46125
8600000US46126,3926,2062,1864,67730,74840,8796,46126
8600000US46127,183,119,64,,91654,47492,46127
8600000US46128,1642,874,768,65833,63303,6092,46128
8600000US46130,1954,1053,901,83206,91355,10427,46130
8600000US46131,24436,11814,12622,60988,76765,4101,46131
8600000US46133,605,324,281,61420,59849,10384,46133
8600000US46135,17268,9215,8053,51956,65334,4956,46135
8600000US46140,30630,14406,16224,62523,74882,3848,46140
8600000US46142,22845,10897,11948,72999,92305,5557,46142
8600000US46143,41017,19385,21632,70944,88505,4523,46143
8600000US46144,135,96,39,55982,55636,10275,46144
8600000US46146,179,67,112,75881,78559,14379,46146
8600000US46147,2304,1173,1131,67396,81896,8000,46147
8600000US46148,4103,2066,2037,56266,62996,5122,46148
8600000US46149,1462,724,738,69375,75847,9986,46149
8600000US46150,701,405,296,56528,68402,13243,46150
8600000US46151,24496,12025,12471,59727,73087,3337,46151
8600000US46155,130,88,42,52311,55544,6079,46155
8600000US46156,1234,621,613,50417,78948,33788,46156
8600000US46157,2956,1570,1386,76926,89283,7899,46157
8600000US46158,17500,8336,9164,63167,77405,4201,46158
8600000US46160,5282,2725,2557,58000,75429,9930,46160
8600000US46161,2308,1118,1190,75438,76047,7657,46161
8600000US46162,386,218,168,38413,58358,22386,46162
8600000US46163,9640,4648,4992,90330,105270,6999,46163
8600000US46164,3622,1807,1815,76000,92415,11080,46164
8600000US46165,1231,650,581,62201,80427,13844,46165
8600000US46166,1628,832,796,69167,72165,10137,46166
8600000US46167,4903,2361,2542,80350,103932,10906,46167
8600000US46168,26576,13687,12889,67157,81972,3127,46168
8600000US46171,1290,688,602,47152,56793,7323,46171
8600000US46172,1775,936,839,55577,70373,9050,46172
8600000US46173,7982,3790,4192,46073,59505,4306,46173
8600000US46175,448,242,206,51875,52417,11731,46175
8600000US46176,21185,10144,11041,55641,67199,2818,46176
8600000US46180,722,347,375,51932,65676,8593,46180
8600000US46181,3620,1871,1749,73090,92136,11386,46181
8600000US46182,1209,596,613,54063,69160,10520,46182
8600000US46183,15,0,15,,,,46183
8600000US46184,10155,4858,5297,67913,78823,8049,46184
8600000US46186,1378,703,675,69750,75418,11104,46186
8600000US46201,22364,10935,11429,29313,39147,1994,46201
8600000US46202,18368,9532,8836,41123,63064,4130,46202
8600000US46203,28592,13877,14715,37598,51066,2714,46203
8600000US46204,7712,4861,2851,49214,79244,10761,46204
8600000US46205,21726,10421,11305,46157,72891,4577,46205
8600000US46208,18485,8049,10436,34083,65843,5068,46208
8600000US46214,18554,8650,9904,47790,61764,3928,46214
8600000US46216,1867,868,999,41546,71250,19283,46216
8600000US46217,24819,11496,13323,62083,77682,5316,46217
8600000US46218,21167,9721,11446,24993,38606,7295,46218
8600000US46219,28555,13575,14980,39772,53037,2358,46219
8600000US46220,29875,14440,15435,68725,99887,6408,46220
8600000US46221,19808,10034,9774,47768,55004,2793,46221
8600000US46222,25090,12333,12757,33064,42118,3647,46222
8600000US46224,26550,12946,13604,36063,45309,2388,46224
8600000US46225,5095,2611,2484,34962,44857,3933,46225
8600000US46226,33511,14807,18704,34734,45335,1833,46226
8600000US46227,43899,20920,22979,40625,54045,2921,46227
8600000US46228,11667,5350,6317,65524,85694,6812,46228
8600000US46229,21208,9489,11719,47903,59186,3977,46229
8600000US46231,7304,3566,3738,63488,85894,24343,46231
8600000US46234,20088,9524,10564,75371,91103,5176,46234
8600000US46235,21583,9391,12192,36166,46433,2803,46235
8600000US46236,21299,10331,10968,82848,110708,7248,46236
8600000US46237,29058,14107,14951,64723,77259,3228,46237
8600000US46239,20721,9822,10899,72884,81683,3554,46239
8600000US46240,16509,7240,9269,58982,93882,6277,46240
8600000US46241,21617,10281,11336,38102,49368,3968,46241
8600000US46250,15628,7347,8281,56487,78141,4550,46250
8600000US46254,29276,12502,16774,45138,58231,2847,46254
8600000US46256,19304,9163,10141,66804,95212,5765,46256
8600000US46259,8090,4003,4087,104130,109033,8204,46259
8600000US46260,24301,10918,13383,47919,83529,5042,46260
8600000US46268,19277,8793,10484,52149,65423,4156,46268
8600000US46278,6626,3232,3394,109891,153088,19613,46278
8600000US46280,5798,2838,2960,62119,72703,6899,46280
8600000US46290,190,103,87,,294700,210241,46290
8600000US46301,562,277,285,68250,125587,40759,46301
8600000US46303,10979,5460,5519,68259,88917,12191,46303
8600000US46304,19295,9351,9944,77655,94752,5648,46304
8600000US46307,48505,23866,24639,82259,92526,3069,46307
8600000US46310,10451,5159,5292,60463,66511,4257,46310
8600000US46311,16947,8205,8742,85754,103423,5997,46311
8600000US46312,20406,9401,11005,31907,43339,2310,46312
8600000US46319,14007,6874,7133,60531,71439,2934,46319
8600000US46320,9830,4472,5358,30439,47350,6892,46320
8600000US46321,18073,8870,9203,81234,105394,5642,46321
8600000US46322,17974,8618,9356,63699,76254,2943,46322
8600000US46323,16555,8180,8375,49565,59460,4096,46323
8600000US46324,16144,7868,8276,46158,57339,2952,46324
8600000US46327,8450,4141,4309,45921,54381,4554,46327
8600000US46340,574,245,329,60694,78210,14080,46340
